,Tag,Title,Content
28,Thể thao,Chelsea hai lần từ chối bán Mount cho Man Utd,"Man Utd đề nghị lần đầu với giá 51 triệu USD. Theo kênh ESPN hôm 21/6, khi quay lại với đề nghị 64 triệu USD, ""Quỷ Đỏ"" tiếp tục bị từ chối. Mức giá mà Chelsea yêu cầu là 89 triệu USD. Các cuộc đàm phán giữa hai CLB vẫn đang diễn ra. Mount còn một năm hợp đồng với Chelsea, nhưng không muốn gia hạn. Nhiều nguồn tin cho biết, tiền vệ 24 tuổi sẵn sàng bỏ sân Stamford Bridge để gia nhập đối thủ ở giải Ngoại hạng Anh. Nội bộ Man Utd tin rằng 64 triệu USD là khoản phí hợp lý. ""Quỷ Đỏ"" không muốn trả quá nhiều cho một cầu thủ sẽ miễn phí sau một năm. Các mối quan tâm khác dành cho Mount cũng không còn như trước. Liverpool dừng bổ sung tuyến giữa, sau khi mua Alexis Mac Allister. Arsenal thì đã đạt được thỏa thuận với Kai Havertz. Man Utd cũng tin rằng có thể đạt được thỏa thuận với Chelsea trước thời điểm bắt đầu chuyến du đấu Mỹ ngày 20/7. Tuy nhiên, họ không muốn trả đúng như yêu cầu của Chelsea. Vụ chuyển nhượng phụ thuộc vào việc Chelsea chấp nhận giảm giá. Hè này, Chelsea phải cơ cấu lại đội hình lên tới 40 cầu thủ. Từ đầu tháng 6, họ kết thúc hợp đồng với Tiemoue Bakayoko và N'Golo Kante, bán Mateo Kovacic cho Man City với giá 30 triệu USD và Kai Havertz cho Arsenal với giá 80 triệu. Sắp tới, ngoài Mount, Chelsea có thể bán thêm thủ môn Mendy, trung vệ Koulibaly, tiền đạo Aubameyang, Pulisic, Ziyech và Lukaku. Ở chiều ngược lại, HLV Mauricio Pochettino chiêu mộ tiền đạo Nkunku từ Leipzig với giá 66 triệu. Mount trưởng thành từ học viện bóng đá của Chelsea. Anh lên đội một từ mùa 2019-2020, và ghi 33 bàn trong 195 trận. Mount và Chelsea giành được một Champions League, một Siêu Cup châu Âu và một FIFA Club World Cup. HLV của Man Utd, Erik Ten Hag muốn mua Mount để củng cố hàng tiền vệ. Ông cũng muốn giảm gánh nặng cho Christian Eriksen và Bruno Fernandes, hai cầu thủ chơi 40 và 59 trận mùa vừa qua. Man Utd kết thúc mùa 2022-2023 với vị trí thứ tư Ngoại hạng Anh. Họ giành vé dự Champions League và Cup Liên đoàn. Trong khi đó, Chelsea xếp thứ 12 Ngoại hạng Anh và không được dự Cup châu Âu mùa sau. Với sự sa sút của Chelsea và cách can thiệp thô bạo của Chủ tịch mới Todd Bọehly, Mount và một số cầu thủ khác muốn ra đi. Thanh Quý (theo ESPN)"
29,Thể thao,Bale nhắn nhủ Messi về bóng đá Mỹ,"""Thái độ sau thất bại của họ thản nhiên hơn rất nhiều"", Bale nói về các đội bóng Mỹ trên BT Sport hôm 21/6. ""Ở Real, nếu bạn thua, cả thế giới như sụp đổ. Bạn về nhà và không vui. Nhưng ở Mỹ, họ chấp nhận dễ hơn"". Theo Bale, các cầu thủ Mỹ ít thất vọng sau trận thua là do không phải chịu hậu quả. Bóng đá nước này chưa có nhiều đội chuyên nghiệp và chưa bắt các đội cuối bảng phải xuống hạng. ""Ở Mỹ, khi bạn thua một trận, bạn chỉ đơn giản là hướng đến trận tiếp theo"", Bale cho biết thêm. Bale gia nhập bóng đá Mỹ khi đầu quân cho Los Angeles FC hồi tháng 7/2022. Anh cùng CLB giành MLS Cup và Supporters' Shield, trước khi giải nghệ vào tháng 1/2023. Thời đỉnh cao của Bale kéo dài từ năm 2013 đến 2022, cùng Real giành ba La Liga và năm Champions League. Messi chuẩn bị kết thúc hợp đồng với PSG vào ngày 30/6. Đội trưởng tuyển Argentina chọn CLB Mỹ, Inter Miami làm điểm đến tiếp theo, dù nhận được nhiều lời mời ở lại châu Âu. Inter Miami do cựu danh thủ David Beckham thành lập vào năm 2018. Mùa 2023, sau 17 trận, Inter Miami xếp cuối giải miền đông MLS Cup. Đội bóng của Beckham chỉ thắng năm và thua 12, giành 15 điểm, kém nhóm dự vòng chung kết bảy điểm. Họ còn 17 trận để vào nhóm này. Ngày 21/7, Messi có thể ra mắt CLB mới trong trận giao hữu với Cruz Azul (Mexico). Vé xem trận đấu tăng chóng mặt sau tin nhà vô địch World Cup 2022 ký hợp đồng. Messi thành công nhất sự nghiệp khi khoác áo Barca. Anh và đội chủ sân Camp Nou giành được 10 La Liga và bốn Champions League. Với tuyển Argentina, Messi giành Copa America 2021, Siêu Cup liên lục địa 2022 và World Cup 2022. Về mặt cá nhân, tiền đạo 35 tuổi giữ kỷ lục giành bảy Quả Bóng Vàng. Hôm 15/6, Argentina đá giao hữu thắng Australia 2-0. Messi mở tỷ số trận này, đồng thời nâng kỷ lục lập công cho đội tuyển lên 103 bàn. Thanh Quý (theo BT Sport)"
0,Thể thao,Haaland che logo Man Utd để chụp ảnh,"Khi trở về thăm CLB cũ Bryne ở quê nhà Na Uy, Haaland được một nhóm CĐV nhỏ tuổi vây quanh xin chụp ảnh cùng. Trong số này có một CĐV mặc áo Man Utd. Haaland đồng ý nhưng sau khi thấy áo của CĐV này, anh khựng lại một nhịp, lấy tay che logo rồi mới cho phép chụp. Chụp xong, Haaland còn nói với CĐV: ""Kiếm áo khác mà mặc nhé"". Hành động của Haaland gây ra những ý kiến trái chiều. CĐV Man City và các fan trung lập cho rằng tiền đạo 22 tuổi chỉ tỏ ra hài hước. Nhưng số khác không hài lòng, cho rằng Haaland khiếm nhã, thiếu tôn trọng Man Utd. ""Chỉ cần để logo đó và chụp ảnh thôi. Hai CLB đối địch nhưng không phải kẻ thù của nhau"", tài khoản Twitter @MadeinArsenal6 bình luận. Người khác nhận xét: ""Hành động xấu hổ của Haaland. Tình yêu dành cho những đứa trẻ nên vượt qua sự đối đầu giữa các CLB. Haaland sẽ không bao giờ được như Rashford nếu so sánh cách hành xử với trẻ em"". Haaland bùng nổ trong mùa đầu tiên khoác áo Man City, ghi 52 bàn sau 53 trận, góp công lớn vào cú ăn ba của CLB. Ở Ngoại hạng Anh, anh cùng đồng đội vượt qua Arsenal trong cuộc đua vô địch. Ở chung kết FA Cup, họ đánh bại Man Utd 2-1. Và tại Champions League, Man City đánh bại Inter 1-0 ở chung kết để lần đầu vô địch đấu trường này. Haaland từng đứng trước cơ hội gia nhập Man Utd vào năm 2018, khi thầy cũ Ole Gunnar Solskjaer đề xuất mua anh từ CLB Molde với giá khoảng 5 triệu USD. Nhưng tiền đạo người Na Uy từ chối, để sang Borussia Dortmund. Haaland đang ở Na Uy, sau khi cùng đội tuyển đá vòng loại Euro 2024, thua Scotland 1-2 và thắng Cyprus 3-1. Anh sẽ nghỉ ngơi vài tuần trước khi trở lại Man City để chuẩn bị cho mùa giải mới. Đội chủ sân Etihad sẽ đá giao hữu với Bayern vào ngày 26/7. Duy Đoàn (theo Goal)"
1,Thể thao,Mourinho bị cấm chỉ đạo,"Theo thông báo của UEFA tối 21/6, án phạt áp dụng cho các trận trên đấu trường châu Âu. Trước đó, UEFA đã cáo buộc Mourinho có ""phát ngôn xúc phạm, lăng mạ trọng tài"", đồng thời cho biết Cơ quan Kiểm soát, Đạo đức và Kỷ luật của tổ chức này sẽ quyết định vấn đề về án phạt. Roma cũng bị phạt 60.000 USD và bị cấm bán vé cho trận làm khách tiếp theo do các hành vi ""đốt pháo hoa, ném đồ vật, gây thiệt hại và gây rối"" của CĐV, cũng như ""hành vi không đúng mực của đội bóng"" trong trận chung kết. Sự cố xảy ra sau chung kết Europa League giữa Roma và Sevilla ở Hungary hôm 31/5. Khi gặp nhau tại bãi đậu xe, Mourinho nhiều lần lăng mạ trọng tài người Anh, Anthony Taylor. Ông gọi các quyết định của Taylor và trợ lý là sự ô nhục. Taylor và gia đình cũng bị làm phiền trên đường về Anh. Họ phải nhờ cảnh sát sân bay hộ tống từ quán cafe vào khu vực an toàn, sau khi một nhóm CĐV quá khích săn đuổi. Nhóm CĐV còn ném ghế và chai về phía trọng tài người Anh. Trọng tài Taylor rút ra 14 thẻ vàng, nhiều nhất lịch sử chung kết Europa League. Phần lớn thẻ được rút ra để phạt thành viên của Roma, trong đó có Mourinho. HLV 60 tuổi cho rằng đội của ông bị xử ép, khi trọng tài bỏ qua quả phạt đền với tình huống hậu vệ Sevilla để bóng chạm tay trong cấm địa. Trong họp báo sau trận, Mourinho cũng nói ""dường như trọng tài là người Tây Ban Nha"". Trận này, sau 120 phút hòa 1-1, Sevilla thắng 4-1 trong loạt đá luân lưu. Đây là thất bại đầu tiên của Mourinho trong một trận chung kết Cup châu Âu. Trước đó, ông thắng cả năm trận chung kết UEFA Cup 2003, Champions League 2004, 2010, Europa League 2017 và Conference League 2022. Mùa vừa qua, Roma kết thúc Serie A với vị trí thứ sáu. Họ tiếp tục tham dự Europa League mùa sau. Nếu thi hành án phạt, Mouirnho không thể chỉ đạo bốn trận đầu vòng bảng. Thanh Quý (theo Sky Sports)"
2,Thể thao,Báo Đức cầu cứu Klopp trước Euro 2024,"Flick đang chịu áp lực lớn vì phong độ nghèo nàn của Đức. Sau trận thua Ba Lan 0-1 ngày 17/6, HLV 58 tuổi Flick thôi thử nghiệm sơ đồ 3-4-2-1, trở về đá 4-3-3 quen thuộc và thay năm cầu thủ trong đội hình chính ở trận gặp Peru. Tuy nhiên, Đức lại có trận đấu thất vọng khác khi thua 0-2 và bị người hâm mộ la ó. Trước đó, Đức hòa Ukraine 3-3 trong trận giao hữu tại Weserstadion, Bremen ngày 12/6. Ở đợt tập trung tháng 3, họ thắng Peru 2-0 rồi thua Bỉ 2-3. Tính xa hơn, Đức chỉ thắng ba trong 11 trận trong mùa 2022-2023, đạt tỷ lệ 27% - tỷ lệ thấp nhất trong lịch sử đội tuyển này kể từ mùa 1958-1959 với 14%. Sau trận thua Peru ngày 20/6, tờ Bild đăng tải bài viết chỉ trích Flick có những suy nghĩ khó hiểu và không có kế hoạch rõ ràng. Nhật báo Đức tỏ ý dèm pha thành tích của Flick, dù ông từng giành cú ăn sáu trong mùa giải đầu tiên dẫn dắt Bayern. ""Flick chủ yếu làm điều ngược lại với logic"", Bild bình luận, chỉ ra tuyển Đức phải thi đấu với trung phong cắm và hàng thủ bốn người. ""Thử nghiệm, thử nghiệm, thử nghiệm là những thứ tuyển Đức không thể làm lúc này. Thật khó để chúng ta có thể lái hết tốc lực đến Euro 2024"". Flick được cho là không đáp ứng được chuyên môn từ World Cup 2022. Tại giải đấu ở Qatar, Đức lần lượt thua Nhật Bản 1-2, hòa Tây Ban Nha 1-1, thắng Costa Rica 4-2 rồi bị loại từ vòng bảng. Flick cũng không thể quản lý phòng thay đồ, khi bị cho là thiên vị nhóm cầu thủ Bayern, khiến đội hình tuyển Đức dự World Cup 2022 chia thành hai phe. Sau giải, Liên đoàn Bóng đá Đức (DFB) phải họp khẩn để xử lý khủng hoảng. Giám đốc Kỹ thuật Olivier Bierhoff phải từ nhiệm, nhưng Flick vẫn được tin tưởng và nhận nhiệm vụ vô địch Euro 2024 - giải đấu tổ chức trên sân nhà. Bild cho rằng DFB đã quyết định sai lầm, phải ngay lập tức thay thế vị trí HLV trưởng và xem Klopp là giải pháp cao cấp. ""Sau khi Đức bị loại ở World Cup 2022, Klopp đã được nhắc đến, nhưng vô vọng"", nhật báo này viết tiếp. ""Khi đó, Klopp cảm thấy nhiệm vụ của ông là dẫn dắt Liverpool thoát khỏi khủng hoảng. Nhưng DFB phải chiến đấu hết mình để bổ nhiệm Klopp. Ông ấy sẽ đưa Đức vào trạng thái hưng phấn tới Euro 2024"". Oliver Glasner - người đã rời Frankfurt vào cuối mùa giải trước và Rudi Voller - Giám đốc Bóng đá đương nhiệm của DFB có thể là những lựa chọn thay thế khác cho Flick. Năm ngoái, Klopp đã gia hạn với Liverpool đến hè 2026. Theo báo Anh Sportmail, DFB phải trả khoản phí lớn để phá vỡ hợp đồng còn ba năm của Klopp với chủ sân Anfield, để bổ nhiệm ông dẫn dắt đội tuyển. Hồng Duy"
3,Thể thao,Grealish: 'Say xỉn sau khi ăn ba là bình thường',"Mùa 2022-2023, Grealish ghi năm, kiến tạo 11 bàn, góp công giúp Man City vô địch Champions League, Ngoại hạng Anh và đoạt Cup FA. Sau đó, các cầu thủ Man City ăn mừng chiến công này ba ngày liền. Grealish là nhân vật chính trong lễ rước Cup ở Manchester chiều 12/6, khi ngôi sao người Anh cởi trần và được Haaland phủ đầy rượu sâm panh. Trước đó, Grealish còn nửa đùa nửa thật việc thức liền hai ngày đêm để tiệc tùng, uống rượu, và phải nhờ đồng đội Kyle Walker dìu đi sau một bữa tiệc rượu xuyên đêm ở Ibiza. Khi đến hội quân cùng tuyển Anh tối 14/6, Grealish và dàn sao người Anh Man City, gồm Kyle Walker, John Stones, Phil Foden, Kalvin Phillips, bị HLV Gareth Southgate cảnh báo ngừng uống rượu, tiệc tùng và tập trung thi đấu. Grealish ngồi ngoài trận thắng Malta 4-0 hôm 16/6. Tới trận kế tiếp ngày 19/6, anh được tung vào thay Marcus Rashford từ phút 58 trận thắng Bắc Macedonia 7-0 ở bảng C vòng loại Euro 2024. Sau trận, khi được hỏi có ăn mừng thái quá hay không, Grealish đáp: ""Tôi không phải kiểu người thích tiệc tùng. Tôi cũng không đứng đây và nói dối rằng mình không nốc rượu hay không tiệc tùng. Nhưng đó là lúc tôi tận hưởng bản thân, tôi đang sống với ước mơ được chơi cho CLB hay nhất thế giới, vừa giành cú ăn ba. Và tôi sẽ có kỳ nghỉ cùng gia đình và bạn bè, và hiếm khi trải qua thời gian như vậy sau bốn tuần nữa"". Grealish cho rằng việc anh cùng đồng đội ăn mừng, tiệc tùng là điều đúng đắn khi vừa trải qua mùa giải thành công nhất trong sự nghiệp và có thể không bao giờ giành cú ăn ba nữa. ""Tôi vừa kết thúc mùa giải rất dài, dự World Cup 2022, giành ba danh hiệu và sẽ trở lại tập luyện trong khoảng bốn tuần nữa. Vậy tại sao không xõa, không tận hưởng bản thân?"", tiền vệ 27 tuổi nói tiếp. Cầu thủ của Man City tiết lộ lâng lâng nôn nao khi hội quân cùng đội tuyển tối 14/6, nhưng không nói chuyện với HLV Gareth Southgate về những màn ăn mừng vừa rồi và vẫn tập luyện bình thường. Grealish biết trước việc sẽ không thi đấu trận gặp Malta, và nỗ lực tập luyện sau đó để góp mặt trong trận gặp Bắc Macedonia. Anh đang dẫn đầu bảng C với 12 điểm tuyệt đối và sáng cửa giành vé vào vòng chung kết Euro 2024. Xếp sau ""Tam sư"" là Ukraine với sáu điểm và Italy với ba điểm. Ở đợt tập trung tiếp theo, Grealish và đồng đội lần lượt gặp Ukraine 9/9 và Scotland 12/9. Hồng Duy"
4,Thể thao,Bellingham xếp thứ hai về chỉ số Cậu Bé Vàng,"Musiala dẫn đầu chỉ số Cậu Bé Vàng nhờ thành công hơn ở cấp CLB. Mùa vừa qua, tiền vệ người Đức cùng Bayern giành Bundesliga, trong khi Bellingham và Dortmund về nhì. Chính Musiala ghi bàn quyết định ở phút 89 trong trận cuối mùa, thắng Cologne 2-1, giúp Bayern hơn Dortmund hiệu số bàn thắng bại. Cầu thủ giành giải Cậu Bé Vàng năm 2022, Gavi xếp thứ ba trong chỉ số Cậu Bé Vàng 2023. Mùa vừa qua, tiền vệ người Tây Ban Nha giành La Liga và Siêu Cup Tây Ban Nha với Barca. CLB Brighton có bốn cầu thủ trong Top 100, gồm Levi Colwill, Evan Ferguson, Julio Enciso và Facundo Buonanotte. Colwill vừa trở về Chelsea sau khi hết hợp đồng cho mượn. Ngoại hạng Anh góp 13 cầu thủ, là giải góp nhiều cầu thủ nhất trong Top 100. Hậu vệ của Man City, Rico Lewis xếp thứ 17. Trong khi đó, tiền đạo cánh của Man Utd, Alejandro Garnacho xếp thứ 32. Hai cầu thủ của Liverpool, Harvey Elliott và Stefan Bajcetic xếp thứ 14 và 21. Chỉ số Cậu Bé Vàng do Football Benchmark đưa ra hôm 21/6, là kết quả hợp tác với đơn vị tổ chức bầu chọn và trao giải, tờ Tuttosport (Italy). Chỉ số dựa trên màn trình diễn cá nhân và thành công tập thể. Football Benchmark hy vọng chỉ số trở thành công cụ mang tính đột phá trong việc đánh giá cầu thủ trẻ. Để lọt vào Top 100 chỉ số Cậu Bé Vàng, cầu thủ phải sinh từ năm 2003 trở đi và thi đấu tại một trong 25 giải vô địch quốc gia hàng đầu châu Âu. Danh sách 25 quốc gia được xác định dựa trên hệ số của UEFA. Tuttosport tổ chức bầu chọn Cậu Bé Vàng từ năm 2003. Tham gia bầu chọn còn có các tờ Bild (Đức), Blick (Thụy Sĩ), A Bola (Bồ Đào Nha), L'Equipe (Pháp), France Football (Pháp), Marca ( Tây Ban Nha), Mundo Deportivo (Tây Ban Nha), Ta Nea (Hy Lạp), Sport Express (Nga), De Telegraaf (Hà Lan) và The Times (Anh). Mỗi tờ báo được phép đề cử năm cầu thủ, phân bổ 10 điểm cho cầu thủ mà họ cho là ấn tượng nhất, 7 điểm cho vị trí thứ hai, 5 điểm cho vị trí thứ ba, 3 điểm cho vị trí thứ tư và 1 điểm cho vị trí thứ năm. 20 cầu thủ từng giành Cậu Bé Vàng: Rafael Van der Vaart (CLB Ajax), Wayne Rooney (Man Utd), Lionel Messi (Barca), Cesc Fabregas (Arsenal), Sergio Aguero (Atletico), Anderson (Man Utd), Alexandre Pato (Milan), Mario Balotelli (Inter và Man City), Mario Gotze (Dortmund), Isco (Malaga), Paul Pogba (Juventus), Raheem Sterling (Liverpool), Anthony Martial (Monaco và Man Utd), Renato Sanches (Benfica và Bayern), Kylian Mbappe (Monaco và PSG), De Ligt (Ajax), Joao Felix (Benfica và Atletico), Erling Haaland (Dortmund), Pedri (Barca), Gavi (Barca). Thanh Quý (theo Football Benchmark)"
5,Thể thao,Gundogan sắp gia nhập Barca,"Tối 21/6, truyền thông châu Âu đồng loạt đưa tin Barca đạt thỏa thuận với Gundogan. Hợp đồng có thời hạn đến tháng 6/2025, với lựa chọn gia hạn một năm tùy theo số trận trong hai năm đầu. Tuần qua, Barca chưa công bố Gundogan do giải quyết thủ tục đăng ký với Ban tổ chức La Liga. Nhưng theo tờ Marca, lãnh đạo CLB đã dồn toàn lực cho việc này. Đích thân Giám đốc Bóng đá Mateu Alemany tới Đức, quê hương của Gundogan, để thúc đẩy tiến độ vụ chuyển nhượng. Trước đó, Man City đã đưa Gundogan vào diện hết hợp đồng. Tiền vệ 32 tuổi vẫn có thể gia hạn một năm, nhưng từ đó đến nay hai bên chưa có thêm động thái nào. Barca theo đuổi Gundogan từ nhiều tháng trước, khi nhận thấy tiền vệ người Đức có khả năng không gia hạn với Man City. Với khó khăn tài chính đang phải đối mặt, việc chiêu mộ một cầu thủ đẳng cấp cao mà không phải trả phí chuyển nhượng là một cơ hội tốt cho chủ sân Camp Nou. Như nhiều vụ chuyển nhượng khác, HLV Xavi đóng vai trò thuyết phục. Gundogan sẽ là hợp đồng đầu tiên của Barca hè này. Tiền vệ người Đức cũng là bổ sung quan trọng cho tuyến giữa, sau khi đội chia tay Sergio Busquets vì hết hợp đồng. Barca vẫn đối mặt khó khăn tài chính do khoản nợ hơn một tỷ USD để lại từ thời cựu chủ tịch Bartomeu. Để đăng ký cầu thủ mới, nhà vô địch La Liga có thể phải bán, hoặc giảm lương một số cầu thủ. Gundogan khoác áo Dortmund từ 2011 đến 2016, giành một Bundesliga, một Cup Đức và một Siêu Cup Đức. Anh sau đó chuyển sang Man City, đóng vai trò quan trọng giúp CLB đoạt năm Ngoại hạng Anh, hai Cup FA, bốn Cup Liên đoàn Anh, hai Siêu Cup Anh và một Champions League. Mùa vừa qua, Gundogan và đồng đội giành cú ăn ba. Chính anh ghi hai bàn trong trận chung kết Cup FA thắng Man Utd 2-1. Thanh Quý (theo Marca)"
6,Thể thao,Chelsea đồng ý bán Havertz cho Arsenal,"Arsenal sẽ trả trước 79 triệu USD, và bốn triệu còn lại trả sau dựa theo thỏa thuận trong hợp đồng. Trước đó, ""Pháo Thủ"" cũng đạt thỏa thuận với cá nhân tiền đạo người Đức về đãi ngộ. Havertz chỉ cần vượt qua buổi kiểm tra sức khỏe, trước khi ký hợp đồng chính thức với Arsenal. Havertz sẽ là tân binh đầu tiên của Arsenal hè 2023, và là cầu thủ đắt giá thứ hai gia nhập đội bóng này, sau Nicolas Pepe với phí chuyển nhượng 87 triệu USD mùa 2019-2020. Á quân Ngoại hạng Anh mùa trước cũng sẵn sàng phá kỷ lục chuyển nhượng đội bóng để đưa tiền vệ Declan Rice về Emirates. Họ vừa gửi đề nghị trị giá 95 triệu USD trả trước, và 19 triệu USD trả sau cho West Ham, nhưng bị đội bóng này từ chối bán Rice. Tuy nhiên, Arsenal chưa từ bỏ ý định đưa Rice về cầm trịch tuyến giữa thay Granit Xhaka và Thomas Partey. Chelsea mua Havertz từ Leverkusen năm 2019 với phí chuyển nhượng có thể lên tới 114 triệu USD. Anh đã chơi 139 trận cho Chelsea, ghi 32 bàn và kiến tạo 15 lần. Bàn thắng quan trọng nhất của anh ghi trong trận chung kết Champions League 2021, giúp Chelsea thắng Man City và vô địch. Havertz dù không có sở trường tiền đạo cắm, vẫn được dùng ở vị trí này vài năm qua. Theo Athletic, Havertz phù hợp hoàn toàn với lối chơi của Arsenal, với chiều cao 1,90 m và kỹ thuật tốt. HLV Mikel Arteta dự kiến cho tiền đạo 24 tuổi thi đấu nhiều vị trí, chẳng hạn tiền đạo trung tâm hoặc tiền vệ tấn công. Anh cũng phù hợp với triết lý tin dùng cầu thủ trẻ của Arsenal, bên cạnh những cầu thủ tấn công từ 25 tuổi trở xuống như Martin Odegaard, Bukayo Saka hay Gabriel Martinelli. Hoàng An"
7,Thể thao,Man City đạt thỏa thuận chiêu mộ Kovacic,"Hai tuần trước, Man City đạt thỏa thuận cá nhân với Kovacic về các điều khoản trong hợp đồng. Đến hôm nay 21/6, Chelsea đồng ý chuyển nhượng tiền vệ Croatia cho Man City với phí 38 triệu USD. Kovacic đã 29 tuổi, và chỉ còn một năm hợp đồng ở Stamford Bridge, nên Chelsea chấp nhận chịu lỗ sau khi từng bỏ ra 49 triệu USD chiêu mộ cầu thủ này từ Real Madrid mùa 2019-2020. Man City sẽ trả trước 32 triệu USD cho Chelsea. Sáu triệu còn lại họ sẽ trả thêm tùy vào thành tích của Man City, chứ không phụ thuộc vào màn trình diễn của Kovacic. Anh sẽ kiểm tra y tế vài ngày tới, trước khi ký hợp đồng. Kovacic sẽ là thương vụ đầu tiên của Man City hè 2023, và anh được kỳ vọng trám vào đúng vị trí Ilkay Gundogan để lại. Tiền vệ người Đức sẽ hết hợp đồng với Man City cuối tháng 6/2023, và không có ý định ở lại. Cũng như Gundogan, sở trường của Kovacic là vị trí tiền vệ trung tâm chếch trái. Kovacic đã giành 17 danh hiệu trong sự nghiệp, trong đó có bốn Champions League, một Europa League. Anh nổi lên cùng Dinamo Zagreb, trước khi chuyển sang chơi cho Inter và Real Madrid. Theo ESPN, Guardiola từ lâu đã ngưỡng mộ Kovacic và cho rằng anh phù hợp với lối chơi của Man City hiện tại. Nếu cùng Man City vô địch Champions League, Kovacic sẽ thành cầu thủ thứ hai trong lịch sử đoạt danh hiệu này cùng ba CLB khác nhau, sau Clarence Seedorf. Trước đó, Kovacic đăng quang ba lần cùng Real Madrid, một lần với Chelsea. Cũng trong hôm 21/6, Chelsea đã đồng ý bán thủ môn Edouard Mendy cho Al Ahli, Hakim Ziyech cho Al Nassr và Kalidou Koulibaly cho Al Hilal. Cả ba đội này đều đang chơi ở Saudi Pro League - giải đấu Cristiano Ronaldo và Karim Benzema cũng đang góp mặt. Trước đó, Chelsea đã để tiền vệ N'Golo Kante tự do tới Al Ittihad sau khi anh hết hợp đồng. Hoàng An"
8,Thể thao,Kante gia nhập nhà vô địch Arab Saudi,"""Hợp đồng với Kante đã hoàn tất, sau khi anh vượt các bài kiểm tra tại một trung tâm y tế ở Dubai"", CLB Al Ittihad thông báo tối 20/6. Kante hết hợp đồng hiện tại với Chelsea vào ngày 30/6. Theo kênh ESPN, tiền vệ 32 tuổi người Pháp ký hợp đồng ba năm với Al Ittihad và nhận mức lương 110 triệu USD mỗi năm. Kante là ngôi sao thứ ba gia nhập một CLB Arab Saudi trong năm 2023. Trước đó, hồi tháng 1, Cristiano Ronaldo ký hợp đồng với Al Nassr đến tháng 6/2025. Đầu tháng 6, Karim Benzema thanh lý hợp đồng sớm một năm với Real Madrid để gia nhập Al Ittihad. Ronaldo và Benzema đều nhận mức lương 200 triệu USD mỗi năm. Theo ESPN, một CLB Arab Saudi khác, Al Hilal đang đàm phán mua Ruben Neves từ Wolves. Ba cầu thủ Chelsea, Hakim Ziyech, Edouard Mendy và Pierre-Emerick Aubameyang cũng là mục tiêu của các CLB nước này. Tuy nhiên, Lionel Messi đã từ chối cơ hội gia nhập Al Hilal và nhận mức lương 400 triệu. Đội trưởng tuyển Argentina quyết định tới Mỹ chơi cho Inter Miami, sau khi rời PSG. Son Heung Min cũng đã từ chối Al Ittihad và mức lương 33 triệu. ""Tôi còn nhiều việc phải làm ở Ngoại hạng Anh"", tiền đạo 30 tuổi của Tottenham nói hôm 20/6. ""Tiền với tôi bây giờ không quan trọng. Niềm tự hào khi được chơi bóng ở giải đấu yêu thích mới là điều quan trọng"". Kante đóng vai trò quan trọng trong hai chức vô địch Ngoại hạng Anh 2016 của Leicester City và 2017 của Chelsea. Anh là cầu thủ đầu tiên vô địch Anh hai lần liên tiếp với hai CLB khác nhau kể từ Eric Cantona năm 1993. Kante cũng giành Cup FA 2018, Europa League 2019, Champions League 2021 với Chelsea và World Cup 2018 với tuyển Pháp. Mùa vừa qua, do chấn thương, Kante chỉ chơi chín trận cho Chelsea. Chủ mới Todd Boehly quyết định không gia hạn hợp đồng với tiền vệ 32 tuổi. Chelsea đang đứng trước mùa hè biến động. Ngoài Kante, Hakim Ziyech, Edouard Mendy, Pierre-Emerick Aubameyang, Christian Pulisic, Mateo Kovacic và Mason Mount cũng đang tìm CLB mới. Mùa vừa qua, Al Ittihad giành chức vô địch Arab Saudi, giải Saudi Pro League lần thứ chín. Đội bóng của HLV Nuno Santo giành 72 điểm sau 30 trận, hơn đội xếp thứ hai Al Nassr năm điểm và đội xếp thứ ba Al Hilal 13 điểm. Al Ittihad chiêu mộ Benzema và Kante để nhắm mục tiêu bảo vệ chức vô địch và hướng tới FIFA Club World Cup 2023. Họ tham dự FIFA Club World Cup với tư cách chủ nhà. Sáu đội dự giải còn lại đều là nhà vô địch các châu lục, gồm cả nhà vô địch UEFA Champions League, Man City. Thanh Quý (theo ESPN)"
9,Thể thao,Courtois từng chịu thị phi với đồng đội nào?,Xuân Bình
